region,type,amount,ind,date
22,0,970.9,2,2017-12-01
22,0,970.5,6,2018-05-01
21,0,967.1,2,2018-02-01
375,2,965.4,5,2018-01-01
170,2,964.3,5,2018-05-01
22,0,962.1,6,2018-07-01
17,6,961.2,5,2018-05-01
22,0,960.3,2,2018-01-01
21,0,957.3,2,2017-08-01
21,0,956.2,2,2018-04-01
21,0,956.1,2,2017-12-01
375,2,955.1,5,2018-04-01
22,0,954.8,2,2017-08-01
21,0,954.6,2,2017-11-01
22,0,952.4,2,2017-10-01
22,0,951.4,6,2018-02-01
21,0,946.8,2,2017-10-01
22,0,946,2,2017-11-01
21,0,941.9,2,2017-09-01
375,2,941.2,5,2018-02-01
375,2,938.8,1,2018-07-01
22,0,937.5,2,2017-09-01
15,7,931.4,1,2018-07-01
170,2,924.5,5,2018-01-01
23,0,918.2,6,2018-07-01
21,0,917.8,2,2018-05-01
23,0,917.5,6,2018-05-01
23,0,916.6,6,2018-06-01
375,2,911.9,5,2017-11-01
375,2,911.7,5,2017-12-01
170,2,910.2,5,2018-04-01
17,7,908.8,2,2018-07-01
15,7,905.7,1,2018-06-01
23,0,905.1,6,2018-04-01
21,0,903.8,2,2018-07-01
375,2,903.7,5,2017-10-01
21,0,903.4,2,2018-06-01
23,0,903.3,6,2017-12-01
170,2,901.7,5,2018-02-01
375,2,898.8,5,2018-03-01
23,0,892.8,6,2018-02-01
15,7,890.2,1,2017-08-01
23,0,889.7,6,2018-03-01
375,2,885.6,1,2018-05-01
375,2,883.8,1,2018-06-01
15,0,880,2,2018-07-01
15,7,877.8,1,2017-09-01
23,0,877.1,6,2017-09-01
16,7,876.6,1,2018-07-01
17,7,876.1,2,2018-06-01
375,2,875.6,5,2017-08-01
23,0,873,6,2018-01-01
170,2,871.8,5,2017-11-01
170,2,871.7,5,2017-12-01
23,0,869.1,6,2017-11-01
375,2,868.7,5,2017-09-01
17,4,868.1,6,2018-05-01
16,7,865.7,1,2018-06-01
17,4,865,6,2018-07-01
17,4,864,6,2018-06-01
170,2,863.2,5,2017-10-01
23,0,862.9,6,2017-08-01
15,7,862.5,1,2018-05-01
17,4,858.9,6,2018-04-01
170,2,858.8,5,2018-03-01
17,7,858.7,2,2018-05-01
170,2,855.1,1,2018-07-01
15,0,850.8,2,2018-05-01
15,7,843.8,1,2017-10-01
15,0,842.7,2,2018-06-01
21,0,840.4,2,2018-01-01
170,2,835.9,5,2017-08-01
17,7,834.7,2,2018-04-01
17,4,833,6,2018-03-01
170,2,830,5,2017-09-01
22,0,829.2,6,2017-09-01
15,0,826.9,2,2018-04-01
22,0,826.8,6,2017-08-01
22,0,825.3,6,2017-12-01
21,0,824.7,6,2018-07-01
17,4,824.3,6,2018-02-01
16,7,822.7,1,2018-05-01
22,0,818.7,6,2017-11-01
15,7,816.5,1,2017-11-01
21,0,814.7,6,2018-06-01
22,0,814.7,6,2017-10-01
170,2,812.5,1,2018-05-01
15,0,810,2,2018-03-01
375,2,810,1,2018-04-01
17,7,809.7,2,2018-03-01
21,0,809.1,6,2018-05-01
16,7,808.6,1,2017-09-01
22,0,807.9,6,2018-01-01
16,7,807.3,1,2017-10-01
16,7,806.7,1,2017-08-01
170,2,804.6,1,2018-06-01
15,0,800.3,2,2018-02-01
17,4,796.3,6,2017-12-01
15,7,794.7,1,2018-04-01
17,7,793.7,2,2018-02-01
15,0,792.4,2,2018-01-01
15,7,789.8,1,2017-12-01
17,4,788.7,6,2018-01-01
17,4,787.8,6,2017-10-01
21,0,783.6,6,2018-04-01
17,4,782.7,6,2017-08-01
21,0,782.2,6,2018-03-01
17,6,779.3,5,2018-04-01
16,7,779,1,2017-11-01
17,4,776.7,6,2017-09-01
17,7,775.3,2,2018-01-01
15,7,774.1,1,2018-01-01
17,4,772.3,6,2017-11-01
16,7,771.8,1,2018-04-01
375,6,766.7,2,2017-08-01
16,7,766.3,1,2017-12-01
16,7,765.5,1,2018-03-01
375,2,764,1,2018-03-01
375,2,763.2,1,2017-12-01
16,7,760.5,1,2018-01-01
16,7,760.3,1,2018-02-01
15,7,760,1,2018-02-01
15,7,759.6,1,2018-03-01
15,0,755.3,2,2017-11-01
375,6,755.2,2,2017-09-01
15,0,754,2,2017-12-01
375,2,752,1,2018-01-01
16,0,751.8,2,2018-06-01
375,6,751.8,2,2017-12-01
16,0,749.9,2,2018-05-01
17,7,749.9,2,2017-08-01
21,0,749.7,6,2017-11-01
21,0,748.2,6,2017-09-01
375,6,748.2,2,2017-10-01
21,0,747.6,6,2018-02-01
375,6,747.1,2,2017-11-01
375,2,746.2,1,2017-10-01
21,0,744.6,6,2017-10-01
17,7,744.1,2,2017-11-01
15,0,743.4,2,2017-10-01
375,2,742.8,1,2017-11-01
17,7,742,2,2017-12-01
375,6,741.9,2,2018-01-01
375,2,740.6,1,2018-02-01
21,0,738.8,6,2017-08-01
16,0,737.8,2,2018-07-01
17,7,736.7,2,2017-09-01
170,2,735.6,1,2018-04-01
17,6,735.3,5,2017-10-01
17,7,734.5,2,2017-10-01
16,0,729.7,2,2018-04-01
375,6,728.7,2,2018-05-01
17,6,727.9,5,2017-11-01
375,2,723.6,1,2017-09-01
375,6,723.2,2,2018-03-01
16,0,718.4,2,2018-03-01
23,4,717.2,6,2018-06-01
375,6,716.8,2,2018-02-01
21,0,716.7,6,2017-12-01
15,0,716.6,2,2017-09-01
23,4,715.9,6,2018-05-01
15,0,715.5,2,2017-08-01
375,6,710.9,2,2018-04-01
17,6,708.9,5,2017-09-01
23,4,707.9,6,2018-07-01
17,6,706.3,5,2018-03-01
17,6,706.1,5,2018-02-01
23,4,704.2,6,2018-04-01
16,0,699.1,2,2017-10-01
23,4,695.1,6,2018-03-01
23,4,694.7,6,2018-02-01
375,6,693.2,2,2018-06-01
16,0,692.9,2,2017-11-01
16,0,692.4,2,2018-02-01
17,6,692,5,2017-12-01
170,2,690.3,1,2018-03-01
375,2,688.5,1,2017-08-01
16,0,686.9,2,2017-08-01
375,6,685.8,2,2018-07-01
16,0,685.7,2,2017-09-01
17,6,684.6,5,2017-08-01
170,2,678.9,1,2017-12-01
170,2,674.5,1,2018-01-01
23,4,673.4,2,2017-10-01
15,0,672.9,6,2018-05-01
15,0,672.7,6,2018-07-01
16,0,670.4,2,2017-12-01
17,6,670.1,5,2018-01-01
15,0,669.2,6,2018-06-01
170,2,666,1,2018-02-01
170,2,661,1,2017-10-01
170,2,657.7,1,2017-11-01
15,0,657.2,6,2017-12-01
15,0,656.3,6,2018-04-01
16,0,654.9,2,2018-01-01
21,6,654.2,1,2018-01-01
22,6,650,5,2018-06-01
22,6,648.6,5,2018-07-01
23,4,647.3,2,2018-04-01
21,0,646.6,6,2018-01-01
15,0,646.5,6,2018-03-01
23,4,642.2,2,2017-12-01
170,2,636.7,1,2017-09-01
15,0,633.4,6,2018-02-01
22,6,633.1,5,2018-03-01
22,6,631.2,5,2018-02-01
23,4,631.1,2,2018-05-01
15,0,630.7,6,2017-11-01
22,6,630.6,5,2018-05-01
22,6,630.2,5,2018-04-01
21,6,624.7,5,2018-07-01
375,8,623,6,2018-07-01
375,8,621.6,6,2018-06-01
15,0,621.6,6,2017-10-01
21,6,620,1,2018-05-01
21,6,618.5,1,2018-04-01
21,6,611.5,5,2018-06-01
23,4,611.3,2,2017-11-01
170,2,610.5,1,2017-08-01
16,6,610.1,1,2018-01-01
15,0,605,6,2017-09-01
21,6,602.5,1,2018-02-01
21,6,598.6,1,2017-12-01
21,6,598.4,1,2018-03-01
375,3,598.3,1,2018-03-01
375,8,596.2,6,2018-05-01
23,4,595.6,2,2018-03-01
15,0,594.4,6,2017-08-01
15,1,592.4,5,2018-07-01
375,1,591.8,2,2017-11-01
23,4,590.8,2,2018-02-01
23,4,588.3,2,2018-07-01
375,1,588.1,2,2017-12-01
375,1,588,2,2018-02-01
23,4,587.2,6,2017-12-01
375,1,587.1,2,2018-03-01
22,4,586.7,2,2018-03-01
21,6,585,5,2018-05-01
375,3,584.7,1,2018-04-01
23,4,584.1,2,2018-06-01
21,6,580.9,5,2018-02-01
16,0,580.5,6,2017-08-01
375,3,579.7,1,2018-02-01
22,4,579.1,2,2018-02-01
16,0,578.1,6,2018-03-01
16,0,576.2,6,2017-10-01
16,0,575.8,6,2018-07-01
23,4,575.4,6,2017-09-01
21,6,574.8,1,2017-11-01
375,1,573.7,2,2018-07-01
16,0,573.2,6,2017-11-01
23,4,573,2,2017-09-01
16,0,572.4,6,2018-05-01
16,0,572.2,6,2017-09-01
16,0,569.4,6,2018-02-01
16,0,568.3,6,2018-06-01
375,3,565.9,1,2018-05-01
22,4,565.3,2,2018-05-01
21,6,564.9,5,2018-03-01
16,0,564.5,6,2018-04-01
375,1,563.8,2,2018-01-01
375,1,562.5,2,2017-10-01
23,4,562.1,6,2017-11-01
23,4,561.7,6,2017-08-01
375,1,561.6,2,2017-09-01
16,0,561.1,6,2017-12-01
15,1,560.7,5,2018-06-01
375,1,560.5,2,2018-04-01
375,8,559.6,6,2018-03-01
375,1,558.5,2,2018-06-01
375,1,558.5,2,2017-08-01
21,6,558.3,1,2017-10-01
23,4,558.2,6,2018-01-01
17,4,557.4,2,2018-05-01
15,1,556.2,5,2018-05-01
21,6,556.1,5,2018-04-01
375,8,555.6,6,2018-04-01
17,4,552.1,2,2018-06-01
375,3,550.6,1,2018-06-01
22,4,550.1,2,2018-04-01
375,1,548.7,2,2018-05-01
23,4,546.9,2,2017-08-01
21,6,546.4,1,2017-09-01
375,8,540.6,6,2017-10-01
16,6,538.5,1,2018-07-01
375,1,537.9,6,2017-09-01
375,8,537.5,6,2017-09-01
22,6,537.4,5,2017-08-01
16,6,537.2,1,2018-04-01
22,4,537.1,2,2018-06-01
17,4,535.8,2,2017-08-01
22,4,534,2,2017-12-01
21,6,533.6,5,2018-01-01
16,6,533.2,1,2018-06-01
375,1,532.8,6,2017-11-01
375,1,532.8,6,2017-12-01
16,6,531.9,1,2017-10-01
375,8,530.2,6,2017-12-01
16,6,529.9,1,2018-05-01
375,1,529.7,6,2018-05-01
375,8,528.5,6,2018-01-01
17,4,528.3,2,2017-10-01
375,1,527.9,6,2017-10-01
375,1,527.8,6,2018-04-01
16,6,527.2,1,2018-02-01
375,1,526.3,6,2018-03-01
22,6,525.7,5,2018-01-01
17,4,524.8,2,2017-11-01
375,8,524.4,6,2018-02-01
16,0,523.9,6,2018-01-01
375,3,523.8,1,2018-07-01
375,8,523,6,2017-11-01
22,4,521.4,2,2018-07-01
375,1,519.7,6,2017-08-01
16,6,519.6,1,2017-12-01
16,6,519.2,1,2018-03-01
17,4,518.6,2,2017-12-01
17,4,518.5,2,2017-09-01
17,4,518.3,2,2018-04-01
170,3,518.1,1,2018-03-01
375,1,517.9,6,2018-02-01
17,4,517.2,2,2018-07-01
15,1,516.4,1,2018-07-01
22,6,516.1,5,2017-09-01
22,6,515.4,5,2017-10-01
21,6,515.3,1,2017-08-01
17,4,515,2,2018-02-01
16,6,514.7,1,2017-11-01
170,3,513.1,1,2018-04-01
16,6,512.2,1,2017-09-01
375,1,511.6,6,2018-07-01
22,4,510.5,2,2017-08-01
22,4,508.3,2,2018-01-01
23,4,507.4,2,2018-01-01
22,6,505.9,5,2017-11-01
375,1,505.2,6,2018-06-01
170,8,505.2,6,2018-07-01
375,1,505,6,2018-01-01
21,6,504.1,5,2017-11-01
22,4,503.9,2,2017-11-01
22,4,503.3,2,2017-09-01
22,4,502.9,2,2017-10-01
170,8,500.1,6,2018-06-01
375,8,499.5,6,2017-08-01
170,3,499.1,1,2018-02-01
17,4,498.2,2,2018-01-01
170,3,498.1,1,2018-05-01
17,4,497.5,2,2018-03-01
16,6,495.6,1,2017-08-01
22,6,492.2,5,2017-12-01
15,1,489.2,1,2018-01-01
21,6,488.4,5,2017-10-01
15,6,486.1,1,2018-07-01
15,1,484,1,2018-06-01
15,6,481.5,1,2018-06-01
21,6,481.5,1,2018-06-01
170,3,480.9,1,2018-06-01
21,6,479,5,2017-09-01
170,8,476.7,6,2018-05-01
21,6,474.8,1,2018-07-01
21,6,473.9,5,2017-08-01
21,6,473.8,5,2017-12-01
15,4,473.6,2,2018-07-01
21,4,473.5,6,2018-07-01
15,1,472.5,5,2018-04-01
21,7,468.7,2,2017-11-01
15,1,468.3,5,2017-11-01
21,7,468.2,2,2018-03-01
21,4,466.5,6,2018-06-01
15,1,466.3,5,2017-12-01
21,7,465.9,2,2017-12-01
17,7,464.6,5,2017-12-01
15,6,463.7,1,2018-04-01
21,4,462.6,6,2018-05-01
15,6,461.5,1,2018-05-01
21,7,460.5,2,2017-08-01
21,4,460.5,6,2017-09-01
21,7,459.4,2,2017-10-01
15,1,459,5,2017-10-01
21,7,458,2,2018-07-01
21,7,457.9,2,2017-09-01
17,7,457.2,5,2017-11-01
21,4,457,6,2017-11-01
21,4,456.8,6,2017-12-01
21,4,456.6,6,2018-03-01
17,7,455.4,5,2018-07-01
15,4,454.6,2,2018-05-01
21,4,454.6,6,2017-10-01
22,4,454.1,6,2018-06-01
17,1,453.7,1,2018-07-01
22,4,452.9,6,2018-04-01
15,6,452.1,1,2018-01-01
170,3,452.1,1,2018-07-01
15,4,450.9,6,2018-07-01
22,4,449.6,6,2018-03-01
15,4,449.4,6,2018-05-01
15,1,449.1,1,2018-05-01
21,4,449.1,6,2017-08-01
23,8,448.8,1,2018-01-01
17,7,448.5,5,2017-10-01
21,7,447.9,2,2018-02-01
22,4,447.5,6,2018-07-01
23,8,447.1,1,2017-10-01
22,4,446.5,6,2018-05-01
17,7,446.5,5,2017-09-01
17,1,445.7,1,2018-05-01
17,1,445.3,1,2018-06-01
17,7,444.9,5,2018-06-01
15,4,444.6,6,2018-06-01
15,4,444.3,2,2018-06-01
23,8,443.8,1,2017-12-01
23,8,443.2,1,2017-11-01
17,6,442.3,6,2018-06-01
21,4,441.5,6,2018-04-01
23,7,440.9,2,2018-07-01
21,7,440.6,2,2018-06-01
15,1,439,1,2018-02-01
21,7,438.8,2,2018-05-01
170,8,437.8,6,2018-03-01
23,7,436.5,2,2018-05-01
17,7,435.3,5,2018-03-01
15,6,435,1,2018-03-01
170,8,434.8,6,2018-04-01
23,7,434.7,2,2018-04-01
15,4,433.2,2,2018-04-01
17,7,432.7,5,2018-01-01
17,7,432,5,2018-05-01
23,7,431.4,2,2018-06-01
15,4,430.6,6,2018-04-01
22,4,430.4,6,2018-02-01
17,1,430.2,1,2017-09-01
17,6,430.1,6,2018-07-01
17,7,429.5,5,2018-02-01
23,7,427.8,2,2018-03-01
21,7,427.6,2,2018-04-01
22,4,427.6,6,2017-09-01
17,1,427,1,2018-04-01
22,4,426,6,2017-08-01
17,8,425.4,1,2018-06-01
17,7,425.1,5,2017-08-01
15,6,424.7,1,2017-12-01
15,1,424.6,1,2018-04-01
22,4,424.2,6,2017-10-01
23,7,424.1,2,2018-02-01
17,1,423.8,1,2017-10-01
22,4,423,6,2017-12-01
15,4,422.5,6,2018-03-01
22,4,422.5,6,2017-11-01
15,1,421.9,1,2017-12-01
17,7,420,5,2018-04-01
15,6,419.8,1,2017-09-01
17,1,419.7,5,2018-07-01
15,1,419.5,1,2017-11-01
15,6,418,1,2017-10-01
17,8,417.4,1,2017-12-01
15,4,417,2,2018-03-01
17,1,415.9,1,2017-08-01
15,6,415.7,1,2018-02-01
15,4,415.5,6,2018-02-01
22,6,415.2,6,2018-03-01
15,6,413.6,1,2017-08-01
22,4,413.5,6,2018-01-01
17,1,412.5,5,2018-06-01
23,7,412.3,2,2018-01-01
15,1,411.6,5,2018-02-01
21,4,411.3,6,2018-02-01
22,6,410.9,6,2018-06-01
15,6,410.8,1,2017-11-01
17,8,410.5,1,2017-10-01
15,4,409.7,2,2018-02-01
22,6,409.2,6,2018-04-01
17,8,408.8,1,2017-11-01
22,6,408.5,6,2018-05-01
17,8,408.2,1,2018-07-01
21,7,408,2,2018-01-01
170,8,408,6,2017-10-01
170,8,407.3,6,2017-09-01
15,1,406.8,5,2018-03-01
22,6,405.3,1,2017-08-01
23,7,404.7,2,2017-12-01
17,1,404.6,1,2018-03-01
170,8,404.3,6,2018-02-01
375,7,403.8,6,2018-07-01
22,6,403.7,6,2018-02-01
15,4,403.3,2,2018-01-01
15,4,402.2,6,2017-12-01
170,8,401.4,6,2018-01-01
17,6,399.5,6,2018-05-01
22,6,399.3,6,2018-07-01
17,1,398.8,5,2018-05-01
23,7,397.6,2,2017-11-01
375,7,397.1,6,2018-06-01
15,1,397,5,2017-08-01
15,1,397,5,2017-09-01
170,8,396.9,6,2017-12-01
23,7,395.1,2,2017-10-01
17,8,392,1,2018-05-01
23,7,391.6,2,2017-08-01
375,7,390.7,6,2018-05-01
17,1,389.9,1,2018-02-01
17,1,389.8,1,2017-11-01
21,4,389.7,6,2018-01-01
17,1,388.3,1,2017-12-01
17,8,388.2,1,2018-03-01
170,8,388.2,6,2017-11-01
170,4,387.9,2,2018-07-01
17,1,386.1,5,2018-04-01
17,1,385.9,1,2018-01-01
23,7,385.5,2,2017-09-01
22,6,382.8,1,2017-09-01
17,8,382.1,1,2018-01-01
15,4,381.9,6,2017-11-01
375,7,381.1,6,2018-04-01
16,6,379.2,5,2018-01-01
375,7,378.5,6,2018-03-01
375,8,378.1,2,2018-02-01
17,1,377.1,5,2017-11-01
15,4,376.6,6,2017-10-01
170,8,376.4,6,2017-08-01
375,7,375.8,6,2018-02-01
15,1,374,1,2018-03-01
170,4,372.6,2,2018-05-01
17,1,372.6,5,2017-12-01
23,6,372.4,1,2018-07-01
17,1,371.6,5,2017-10-01
23,6,371.5,1,2017-10-01
170,4,370.8,2,2018-06-01
17,1,367,5,2017-09-01
170,4,366.8,2,2018-02-01
15,4,366.8,2,2017-11-01
17,8,366.4,1,2018-04-01
15,4,365.9,6,2017-09-01
170,4,365.8,2,2018-04-01
15,1,365.8,1,2017-10-01
17,8,365.1,1,2018-02-01
15,4,364.9,2,2017-12-01
17,1,363.4,5,2017-08-01
375,7,363.1,6,2017-12-01
17,8,362.6,1,2017-09-01
375,8,362.1,2,2018-03-01
21,4,360.4,2,2018-02-01
23,6,359.9,1,2017-09-01
17,1,359.6,5,2018-02-01
170,4,359.3,2,2018-03-01
375,7,358.9,6,2018-01-01
21,4,358.5,2,2018-04-01
16,6,355.9,5,2017-09-01
170,4,355.8,2,2017-11-01
15,4,355.6,6,2017-08-01
23,6,355.4,1,2018-05-01
23,6,354.3,1,2018-01-01
17,1,353.5,5,2018-03-01
23,6,353.4,5,2017-08-01
23,6,353.4,1,2018-04-01
15,4,353,2,2017-10-01
16,6,352.7,5,2018-04-01
22,6,352.6,1,2018-07-01
16,6,352.5,5,2017-10-01
17,8,352.5,1,2017-08-01
16,6,352,5,2018-07-01
21,4,351.3,2,2018-03-01
170,4,351.2,2,2018-01-01
15,6,350.7,5,2017-08-01
15,8,350.5,1,2017-10-01
15,6,349.5,5,2017-09-01
375,7,348.3,6,2017-11-01
23,6,348.1,1,2018-06-01
15,8,347.7,1,2017-11-01
17,1,347.5,5,2018-01-01
170,4,347.2,2,2017-12-01
15,6,346.5,5,2017-10-01
23,6,346.1,1,2017-11-01
23,6,346.1,1,2017-12-01
15,8,345.8,1,2017-12-01
22,6,345.8,1,2017-10-01
375,8,345.6,2,2018-01-01
375,3,345.6,1,2017-12-01
16,6,345.2,5,2017-08-01
22,7,345,2,2018-05-01
23,6,344.4,5,2017-09-01
15,4,344.3,2,2017-09-01
23,6,344.1,5,2017-11-01
23,6,343.8,1,2017-08-01
23,6,343.7,5,2017-12-01
16,6,343.6,5,2018-02-01
375,7,343.6,6,2017-09-01
16,6,343.3,5,2018-06-01
15,4,342.6,2,2017-08-01
16,6,342.3,5,2018-05-01
16,6,342.3,5,2017-12-01
375,7,342.1,6,2017-10-01
15,6,341.8,5,2018-07-01
15,6,341,5,2018-06-01
16,6,340.6,5,2018-03-01
15,6,340.4,5,2018-05-01
22,6,339.1,1,2018-06-01
375,7,338.8,6,2017-08-01
23,8,338.5,1,2017-09-01
22,7,338.4,2,2018-07-01
15,8,337.8,1,2017-09-01
170,4,336.6,2,2017-10-01
23,6,335.7,5,2018-01-01
16,6,335.3,5,2017-11-01
23,1,335,1,2018-01-01
23,1,334.6,1,2018-07-01
15,6,334.3,5,2018-04-01
15,8,333.3,1,2018-01-01
22,7,333.3,2,2018-06-01
15,6,332.9,5,2017-11-01
22,7,331.7,2,2018-04-01
15,1,331.5,1,2017-08-01
23,8,331.3,1,2018-07-01
21,4,331.1,2,2017-08-01
23,8,330.5,1,2017-08-01
23,1,330.4,1,2017-12-01
22,6,329.5,1,2018-04-01
23,8,328,1,2018-03-01
21,4,327.7,2,2017-10-01
15,8,327.4,1,2017-08-01
15,6,327.3,5,2017-12-01
23,8,326.9,1,2018-05-01
22,6,326.6,1,2018-01-01
23,1,326.5,1,2018-06-01
21,4,325.8,2,2017-09-01
23,1,325.2,1,2018-04-01
21,4,325.1,2,2017-12-01
375,3,324.9,1,2017-08-01
23,8,324.6,1,2018-04-01
21,4,324.6,2,2017-11-01
23,8,323,1,2018-06-01
16,4,322.9,6,2018-05-01
22,6,322.9,1,2018-05-01
23,1,322.7,1,2018-02-01
16,4,322.5,6,2018-03-01
170,4,322.2,2,2017-09-01
16,4,322.2,6,2018-07-01
16,4,321.2,6,2018-06-01
23,8,320.9,1,2018-02-01
22,6,318.9,1,2017-11-01
23,6,318.5,1,2018-03-01
375,3,318.5,1,2017-11-01
22,6,318.3,1,2018-03-01
22,7,318,2,2018-03-01
15,8,317.9,1,2018-02-01
23,1,316.6,1,2018-03-01
15,1,315.1,1,2017-09-01
170,4,314.9,2,2017-08-01
23,1,314.8,1,2017-11-01
15,6,314.3,5,2018-03-01
23,1,311.8,1,2018-05-01
21,4,311.8,2,2018-05-01
16,4,311.7,6,2018-04-01
15,8,311.3,1,2018-07-01
22,7,311,2,2018-02-01
16,4,310.2,6,2018-02-01
16,4,309.7,6,2017-11-01
15,8,309.2,1,2018-06-01
16,4,308.3,6,2017-08-01
16,4,307.9,6,2017-10-01
22,6,307.9,1,2018-02-01
15,6,307.5,5,2018-02-01
375,3,307.1,1,2017-10-01
15,8,306.6,1,2018-05-01
23,1,306.5,1,2017-10-01
21,4,305.8,2,2018-06-01
15,7,304.3,2,2018-07-01
16,4,304.2,2,2018-05-01
16,4,304.2,2,2018-04-01
22,7,303.1,2,2018-01-01
170,8,301.2,2,2018-02-01
23,6,301,1,2018-02-01
16,4,299.9,6,2017-09-01
15,8,299.9,1,2018-04-01
16,4,299.8,2,2018-06-01
375,3,298.9,5,2018-03-01
22,6,298.2,1,2017-12-01
375,3,297.7,5,2018-04-01
375,3,296.5,5,2018-05-01
15,7,296.4,2,2018-06-01
15,8,295.5,1,2018-03-01
16,4,294.4,6,2017-12-01
375,3,294.4,1,2017-09-01
23,1,294.3,1,2017-09-01
16,4,293.5,2,2018-07-01
16,4,291.4,2,2018-03-01
22,6,290.8,6,2017-09-01
21,4,290.8,2,2018-07-01
15,7,290.5,2,2018-05-01
22,6,290.5,6,2017-08-01
170,6,290.2,2,2017-08-01
170,6,289.9,2,2017-12-01
170,6,288,2,2017-11-01
22,6,288,6,2017-11-01
15,7,287.6,2,2018-04-01
170,8,287.2,2,2018-03-01
22,7,287.2,2,2017-12-01
22,7,286.9,2,2017-10-01
22,6,286.9,6,2017-10-01
22,6,286.8,6,2017-12-01
23,1,286,1,2017-08-01
22,7,285.6,2,2017-11-01
15,7,285.1,2,2018-01-01
16,4,284.9,2,2018-02-01
15,7,284.4,2,2017-12-01
15,7,283.6,2,2018-03-01
375,3,283.4,5,2018-02-01
15,7,283.1,2,2017-11-01
170,6,282.4,2,2017-09-01
15,7,282,2,2017-10-01
15,7,281.8,2,2018-02-01
16,1,281.6,1,2018-07-01
22,6,280.6,6,2018-01-01
16,4,277.9,2,2017-10-01
170,6,277,2,2017-10-01
22,7,275,2,2017-09-01
22,7,274.5,2,2017-08-01
21,4,274.1,2,2018-01-01
17,8,272.9,5,2018-06-01
16,4,272.8,2,2017-11-01
16,1,270.7,1,2018-06-01
23,7,269,5,2018-05-01
16,7,268.8,2,2018-06-01
375,3,268,5,2018-06-01
17,8,267.6,5,2017-09-01
23,8,267.3,5,2018-01-01
16,4,265.9,2,2017-09-01
23,7,265.6,5,2018-06-01
17,8,264.7,5,2017-10-01
15,7,264.3,2,2017-09-01
170,6,263.7,2,2018-01-01
16,4,262.6,2,2017-08-01
15,7,262.5,2,2017-08-01
16,4,262.1,6,2018-01-01
16,4,261.9,2,2017-12-01
21,8,261.8,1,2018-02-01
17,8,261.2,5,2017-08-01
170,3,260.5,5,2018-05-01
375,8,260.2,2,2017-12-01
170,3,258.8,5,2018-04-01
16,7,258.3,2,2018-05-01
16,7,258.3,2,2018-07-01
170,8,258,2,2018-01-01
22,1,257.6,1,2018-07-01
21,8,256.4,1,2018-01-01
170,3,256.1,5,2018-03-01
375,8,255.9,2,2018-05-01
23,7,255.4,5,2018-07-01
23,7,255,5,2018-04-01
16,4,254.3,2,2018-01-01
17,8,254.2,5,2018-05-01
375,8,252.4,2,2017-10-01
17,8,251.5,5,2018-03-01
170,6,249.7,2,2018-05-01
21,8,249.1,1,2018-07-01
17,8,248.7,5,2018-04-01
375,8,248.6,2,2017-11-01
23,8,248.5,5,2017-11-01
23,1,248.5,5,2018-06-01
375,8,247.6,2,2018-04-01
23,1,247.4,5,2018-07-01
22,8,246.3,1,2018-01-01
17,8,246.1,5,2018-07-01
22,8,245.9,1,2017-12-01
22,1,245.7,1,2018-06-01
16,1,245.4,1,2018-05-01
375,8,244.9,2,2017-09-01
21,8,244.8,1,2017-12-01
21,8,244.6,1,2017-11-01
170,6,244.5,2,2018-07-01
23,7,244.1,5,2018-03-01
17,8,243.7,5,2018-02-01
16,1,243.3,1,2017-12-01
17,6,242.9,6,2018-03-01
16,1,242.6,1,2017-10-01
22,8,242.2,1,2018-06-01
170,6,242,2,2018-06-01
21,6,241.9,6,2018-05-01
375,8,241.7,2,2018-06-01
21,6,241.3,6,2018-06-01
170,3,241,5,2018-02-01
16,7,240.8,2,2018-04-01
22,1,240.3,1,2018-04-01
16,7,240.2,2,2018-03-01
21,6,239.6,6,2018-07-01
21,6,239.5,6,2018-04-01
22,1,239.4,1,2018-05-01
375,3,239.4,5,2018-07-01
16,1,239,1,2017-11-01
375,8,238.3,2,2017-08-01
22,8,237.4,1,2018-07-01
16,7,236.9,2,2017-08-01
16,7,236.1,5,2018-06-01
17,8,236.1,5,2017-12-01
16,1,234.6,1,2017-09-01
21,8,234.4,1,2017-09-01
170,6,234,2,2018-04-01
375,3,234,5,2017-08-01
23,1,233.6,5,2017-12-01
17,8,233.5,5,2017-11-01
16,7,233.2,5,2018-05-01
23,7,233.1,5,2018-02-01
375,8,232.5,2,2018-07-01
16,7,232.4,5,2018-04-01
16,7,231.7,5,2017-11-01
21,6,231.7,6,2018-02-01
23,1,231.5,5,2018-05-01
21,8,231.5,1,2018-06-01
16,7,231.3,5,2017-12-01
16,7,231.1,2,2017-11-01
21,8,230.9,1,2017-10-01
23,7,230.8,5,2018-01-01
375,3,230.7,5,2017-12-01
16,7,230.5,5,2018-07-01
16,1,230,1,2018-04-01
170,3,230,5,2018-06-01
16,7,229.9,2,2017-09-01
22,8,229.9,1,2017-11-01
375,3,229.8,1,2018-01-01
16,7,229.7,5,2017-09-01
22,8,229.7,1,2017-09-01
170,6,229.5,6,2018-04-01
23,7,229.3,5,2017-09-01
17,8,229.1,5,2018-01-01
16,7,228.6,2,2017-10-01
22,8,228.5,1,2018-03-01
22,8,228.2,1,2018-05-01
22,1,226.9,1,2018-03-01
16,7,226,5,2017-08-01
23,1,225.5,5,2017-11-01
16,7,225.3,5,2018-01-01
23,7,225.2,5,2017-11-01
22,8,225.1,1,2017-10-01
